RESPOND_ID,EXAMIN_BEGIN_DE,HOLD_INDVDL_MVMN_MN_ONE_TY,SEXDSTN_FLAG_NM,AGRDE_FLAG_NM,HSHLD_COMPO_NM,HSHLD_INCOME_DGREE_NM,OCCP_CL_NM,ANSWRR_OC_AREA_NM
141241,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,사무직,대구
141256,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,전업주부,경기
141270,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),800만원 내외,판매/서비스직,충북
141273,20230701,전기 자전거,여성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,전업주부,충북
141276,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"2,100만원 이상",전문직,서울
141277,20230701,전동 스케이트보드,남성,60대 이상,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,전문직,인천
141288,20230701,전동 킥보드,남성,40대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",자영업,제주
141289,20230701,전기 자전거,여성,60대 이상,1인 가구,500만원 내외,자영업,강원
141298,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",무직/기타,경기
141299,20230701,전기 자전거,남성,50대,자녀 독립기(막내가 결혼한 상태),"1,000만원 내외",경영/관리직,경기
141323,20230701,"오토바이(바이크, 스쿠터)",남성,30대,신혼기(자녀없음),900만원 내외,전문직,경기
141347,20230701,"오토바이(바이크, 스쿠터)",여성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,기술/숙련직,인천
141378,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,충남
141426,20230701,전동 킥보드,남성,40대,1인 가구,300만원 내외,기술/숙련직,대전
141441,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),900만원 내외,무직/기타,서울
141454,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,무직/기타,충북
141457,20230701,전동 킥보드,여성,20대,1인 가구,"1,100~1,500만원 내외",무직/기타,강원
141463,20230701,전기 자전거,여성,40대,신혼기 초과(자녀없음),500만원 내외,사무직,경기
141469,20230701,전동 킥보드,여성,40대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,사무직,서울
141489,20230701,전동 스쿠터,여성,40대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,판매/서비스직,서울
141529,20230701,"오토바이(바이크, 스쿠터)",여성,30대,신혼기(자녀없음),"1,100~1,500만원 내외",전문직,서울
141557,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),600만원 내외,기술/숙련직,대전
141625,20230701,전기 자전거,남성,20대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,일반 공무원/준공무원,부산
141630,20230701,전동 스쿠터,남성,50대,신혼기 초과(자녀없음),400만원 내외,일반 공무원/준공무원,대전
141634,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,경기
141667,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,일반 공무원/준공무원,강원
141678,20230701,전기 자전거,남성,30대,신혼기(자녀없음),400만원 내외,기술/숙련직,충북
141703,20230701,"오토바이(바이크, 스쿠터)",남성,40대,신혼기 초과(자녀없음),"1,000만원 내외",자영업,경기
141716,20230701,전동 킥보드,남성,40대,신혼기(자녀없음),"1,100~1,500만원 내외",자영업,경기
141724,20230701,전동 킥보드,남성,30대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",자영업,서울
141734,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",무직/기타,강원
141746,20230701,전동 스쿠터,남성,20대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,전문직,대전
141786,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,무직/기타,인천
141814,20230701,"오토바이(바이크, 스쿠터)",여성,50대,자녀 성인기(막내가 대학생～결혼 전),모름,자영업,대전
141819,20230701,"오토바이(바이크, 스쿠터)",남성,40대,신혼기 초과(자녀없음),400만원 내외,자영업,대구
141822,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),모름,경영/관리직,서울
141869,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,전업주부,경남
141873,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",경영/관리직,서울
141905,20230701,전동 킥보드,여성,30대,신혼기 초과(자녀없음),700만원 내외,사무직,경기
141923,20230701,전동 킥보드,남성,30대,신혼기(자녀없음),200만원 내외,기술/숙련직,광주
141925,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,기술/숙련직,부산
141952,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,자영업,서울
141972,20230701,전동 킥보드,남성,40대,1인 가구,200만원 내외,판매/서비스직,부산
141976,20230701,전동 킥보드,여성,50대,자녀 독립기(막내가 결혼한 상태),400만원 내외,전업주부,서울
141988,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),"1,000만원 내외",자영업,부산
142010,20230701,전동 휠,남성,30대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,판매/서비스직,경남
142015,20230701,"오토바이(바이크, 스쿠터)",남성,30대,1인 가구,500만원 내외,기술/숙련직,세종
142021,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,기술/숙련직,전북
142040,20230701,"오토바이(바이크, 스쿠터)",남성,30대,1인 가구,200만원 내외,무직/기타,서울
142048,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,사무직,경기
142062,20230701,전동 킥보드,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,무직/기타,충남
142074,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,사무직,경기
142080,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 독립기(막내가 결혼한 상태),600만원 내외,기술/숙련직,서울
142086,20230701,전동 킥보드,여성,50대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,자영업,전남
142088,20230701,전기 자전거,남성,40대,자녀 독립기(막내가 결혼한 상태),400만원 내외,사무직,광주
142103,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,일반 공무원/준공무원,전남
142107,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),300만원 내외,기술/숙련직,부산
142111,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),600만원 내외,자영업,경기
142112,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,기술/숙련직,경북
142118,20230701,"오토바이(바이크, 스쿠터)",여성,30대,신혼기 초과(자녀없음),200만원 내외,전업주부,서울
142142,20230701,전동 킥보드,남성,30대,1인 가구,100만원 이하,무직/기타,대전
142148,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,자영업,경기
142152,20230701,전기 자전거,남성,20대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,무직/기타,서울
142198,20230701,전기 자전거,여성,40대,자녀 독립기(막내가 결혼한 상태),500만원 내외,학생,경기
142200,20230701,전기 자전거,남성,50대,자녀 독립기(막내가 결혼한 상태),700만원 내외,기술/숙련직,인천
142208,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"2,100만원 이상",자영업,경기
142226,20230701,전동 스쿠터,여성,50대,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,사무직,인천
142230,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,전문직,경기
142239,20230701,전동 킥보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),"1,000만원 내외",사무직,서울
142254,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,사무직,서울
142275,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,기술/숙련직,경기
142292,20230701,전동 킥보드,남성,20대,1인 가구,200만원 내외,기술/숙련직,서울
142297,20230701,전동 킥보드,남성,30대,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,사무직,충북
142306,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,무직/기타,울산
142309,20230701,전동 킥보드,남성,20대,1인 가구,200만원 내외,무직/기타,경북
142312,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),700만원 내외,무직/기타,경기
142320,20230701,"오토바이(바이크, 스쿠터)",남성,20대,1인 가구,200만원 내외,무직/기타,서울
142333,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,기술/숙련직,충남
142335,20230701,"오토바이(바이크, 스쿠터)",여성,30대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,사무직,광주
142339,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,400만원 내외,자영업,경북
142347,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,자영업,경기
142351,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",전문직,서울
142368,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,300만원 내외,사무직,경기
142370,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,사무직,경기
142373,20230701,"오토바이(바이크, 스쿠터)",여성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,경남
142378,20230701,전기 자전거,남성,40대,신혼기 초과(자녀없음),300만원 내외,자영업,경기
142382,20230701,전동 킥보드,남성,30대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,기술/숙련직,경남
142385,20230701,전동 스쿠터,여성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,전업주부,경기
142387,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",자영업,경기
142392,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",기술/숙련직,서울
142439,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",기술/숙련직,충북
142468,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),300만원 내외,전문직,광주
142473,20230701,전기 자전거,남성,40대,1인 가구,700만원 내외,자영업,서울
142488,20230701,전동 휠,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",자영업,인천
142540,20230701,전동 스쿠터,남성,40대,1인 가구,500만원 내외,사무직,대구
142549,20230701,"오토바이(바이크, 스쿠터)",여성,30대,신혼기(자녀없음),300만원 내외,무직/기타,경기
142565,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,전업주부,경기
142588,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,사무직,경남
142626,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,자영업,대구
142632,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,판매/서비스직,경남
142636,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,대전
142640,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,기술/숙련직,대구
142651,20230701,"오토바이(바이크, 스쿠터)",남성,50대,신혼기 초과(자녀없음),400만원 내외,기술/숙련직,경북
142668,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),200만원 내외,자영업,부산
142721,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),"2,100만원 이상",전문직,경기
142725,20230701,전기 자전거,여성,20대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,사무직,서울
142744,20230701,전기 자전거,여성,40대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,무직/기타,광주
142753,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),800만원 내외,경영/관리직,강원
142767,20230701,전동 킥보드,남성,30대,신혼기 초과(자녀없음),700만원 내외,사무직,인천
142771,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,일반 공무원/준공무원,부산
142781,20230701,전동 스케이트보드,여성,30대,신혼기 초과(자녀없음),800만원 내외,사무직,서울
142782,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,자영업,서울
142798,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,서울
142800,20230701,전동 킥보드,남성,40대,신혼기 초과(자녀없음),500만원 내외,사무직,경기
142804,20230701,전기 자전거,여성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,전업주부,인천
142814,20230701,전기 자전거,여성,20대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,자영업,경기
142820,20230701,전기 자전거,여성,30대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,사무직,울산
142823,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,전업주부,서울
142843,20230701,전동 휠,남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,일반 공무원/준공무원,울산
142856,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",사무직,경기
142891,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,경영/관리직,세종
142902,20230701,"오토바이(바이크, 스쿠터)",남성,30대,1인 가구,200만원 내외,사무직,인천
142911,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 유아기(막내가 초등학교 입학 전),700만원 내외,자영업,전북
142926,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",기술/숙련직,세종
142941,20230701,전동 킥보드,남성,40대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,기술/숙련직,전남
142950,20230701,전동 스쿠터,여성,20대,1인 가구,300만원 내외,판매/서비스직,경기
142951,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),"1,100~1,500만원 내외",기술/숙련직,경남
142965,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",자영업,서울
142969,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,대구
142980,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,경기
142996,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",자영업,경북
143027,20230701,전동 휠,남성,40대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,판매/서비스직,서울
143028,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),300만원 내외,일반 공무원/준공무원,제주
143039,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,충남
143054,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,자영업,서울
143097,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,기술/숙련직,대전
143110,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,자영업,경남
143114,20230701,"오토바이(바이크, 스쿠터)",남성,40대,신혼기 초과(자녀없음),"1,000만원 내외",무직/기타,경기
143127,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,기술/숙련직,서울
143128,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,판매/서비스직,세종
143140,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,판매/서비스직,서울
143143,20230701,전기 자전거,여성,50대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,전문직,서울
143145,20230701,전기 자전거,여성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",자영업,서울
143157,20230701,전동 스쿠터,남성,50대,1인 가구,400만원 내외,기술/숙련직,서울
143196,20230701,전동 킥보드,남성,40대,신혼기(자녀없음),700만원 내외,기술/숙련직,경기
143198,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,기술/숙련직,경북
143203,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),300만원 내외,기술/숙련직,울산
143213,20230701,"오토바이(바이크, 스쿠터)",여성,20대,신혼기(자녀없음),500만원 내외,전업주부,경기
143251,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),300만원 내외,자영업,대구
143260,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,1인 가구,500만원 내외,경영/관리직,서울
143270,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,판매/서비스직,경기
143281,20230701,전기 자전거,남성,30대,1인 가구,800만원 내외,판매/서비스직,경기
143283,20230701,전기 자전거,남성,50대,1인 가구,400만원 내외,무직/기타,경기
143293,20230701,전기 자전거,남성,30대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,기술/숙련직,경기
143297,20230701,전기 자전거,남성,40대,1인 가구,500만원 내외,기술/숙련직,강원
143327,20230701,전동 킥보드,남성,30대,1인 가구,모름,무직/기타,부산
143328,20230701,전동 휠,여성,40대,신혼기(자녀없음),200만원 내외,전업주부,강원
143331,20230701,전기 자전거,여성,40대,신혼기(자녀없음),"1,000만원 내외",사무직,서울
143332,20230701,전동 킥보드,남성,40대,1인 가구,500만원 내외,자영업,경기
143343,20230701,"오토바이(바이크, 스쿠터)",여성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,600~2,000만원 내외",일반 공무원/준공무원,인천
143349,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,무직/기타,경북
143358,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",자영업,부산
143412,20230701,전기 자전거,남성,30대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",사무직,서울
143422,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",사무직,서울
143459,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",사무직,서울
143461,20230701,전동 킥보드,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",무직/기타,대전
143472,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,충남
143486,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,기술/숙련직,부산
143490,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,일반 공무원/준공무원,서울
143510,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),200만원 내외,무직/기타,충북
143513,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,일반 공무원/준공무원,인천
143523,20230701,전기 자전거,여성,40대,신혼기(자녀없음),200만원 내외,무직/기타,경북
143549,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,일반 공무원/준공무원,대전
143556,20230701,전동 킥보드,여성,30대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",전업주부,세종
143561,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,기술/숙련직,전남
143594,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",경영/관리직,경기
143596,20230701,전기 자전거,여성,50대,자녀 독립기(막내가 결혼한 상태),600만원 내외,자영업,전북
143607,20230701,전동 스케이트보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,서울
143619,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,사무직,서울
143628,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,무직/기타,충남
143647,20230701,전동 킥보드,여성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",자영업,경기
143656,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),700만원 내외,자영업,경기
143664,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,사무직,경남
143673,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),300만원 내외,전업주부,충남
143684,20230701,전동 스쿠터,남성,40대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,사무직,서울
143692,20230701,전기 자전거,남성,30대,자녀 독립기(막내가 결혼한 상태),600만원 내외,기술/숙련직,서울
143700,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,경영/관리직,서울
143702,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,서울
143725,20230701,"오토바이(바이크, 스쿠터)",여성,30대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,전업주부,충북
143732,20230701,전동 킥보드,여성,20대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",학생,전북
143777,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,무직/기타,대구
143780,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,서울
143793,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,일반 공무원/준공무원,경기
143795,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),900만원 내외,경영/관리직,서울
143803,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,무직/기타,전북
143817,20230701,"오토바이(바이크, 스쿠터)",남성,30대,신혼기 초과(자녀없음),300만원 내외,자영업,대전
143824,20230701,"오토바이(바이크, 스쿠터)",여성,30대,자녀 독립기(막내가 결혼한 상태),"1,100~1,500만원 내외",자영업,서울
143828,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,무직/기타,경기
143830,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,판매/서비스직,경기
143833,20230701,전기 자전거,남성,40대,자녀 성인기(막내가 대학생～결혼 전),"2,100만원 이상",자영업,경기
143844,20230701,전동 킥보드,남성,20대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,사무직,서울
143852,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),400만원 내외,자영업,울산
143861,20230701,전기 자전거,남성,40대,1인 가구,400만원 내외,사무직,경기
143881,20230701,전기 자전거,여성,60대 이상,신혼기(자녀없음),"2,100만원 이상",전업주부,경기
143886,20230701,전기 자전거,남성,30대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,판매/서비스직,광주
143904,20230701,전기 자전거,남성,40대,1인 가구,400만원 내외,사무직,인천
143911,20230701,전동 킥보드,남성,40대,1인 가구,300만원 내외,무직/기타,경기
143918,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,무직/기타,경북
143930,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",일반 공무원/준공무원,인천
143934,20230701,전동 스쿠터,남성,40대,1인 가구,300만원 내외,전문직,대구
143944,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,자영업,전북
143954,20230701,전동 킥보드,여성,30대,신혼기 초과(자녀없음),400만원 내외,전업주부,세종
144001,20230701,전동 킥보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,사무직,서울
144041,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,무직/기타,전남
144042,20230701,전기 자전거,남성,30대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,기술/숙련직,대전
144070,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,사무직,부산
144103,20230701,전기 자전거,여성,30대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,무직/기타,경기
144110,20230701,전기 자전거,여성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,판매/서비스직,경북
144121,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,기술/숙련직,경북
144127,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,기술/숙련직,경기
144132,20230701,전동 킥보드,남성,60대 이상,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,경기
144139,20230701,전기 자전거,남성,30대,1인 가구,400만원 내외,기술/숙련직,전북
144149,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,일반 공무원/준공무원,서울
144152,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 성인기(막내가 대학생～결혼 전),"2,100만원 이상",사무직,경북
144215,20230701,전동 킥보드,남성,40대,1인 가구,800만원 내외,기술/숙련직,서울
144218,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,300만원 내외,기술/숙련직,충북
144219,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,경기
144224,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,자영업,경기
144234,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,자영업,경북
144236,20230701,"오토바이(바이크, 스쿠터)",여성,40대,1인 가구,600만원 내외,판매/서비스직,경기
144253,20230701,"오토바이(바이크, 스쿠터)",여성,50대,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,판매/서비스직,광주
144285,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,자영업,충남
144290,20230701,전기 자전거,남성,20대,1인 가구,500만원 내외,사무직,부산
144295,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,기술/숙련직,인천
