RESPOND_ID,EXAMIN_BEGIN_DE,HOLD_INDVDL_MVMN_MN_ONE_TY,SEXDSTN_FLAG_NM,AGRDE_FLAG_NM,HSHLD_COMPO_NM,HSHLD_INCOME_DGREE_NM,OCCP_CL_NM,ANSWRR_OC_AREA_NM
9660,20230701,전동 킥보드,남성,30대,1인 가구,300만원 내외,기술/숙련직,경북
9664,20230701,전동 킥보드,남성,30대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",사무직,서울
9687,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),700만원 내외,사무직,서울
9701,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,기술/숙련직,울산
9709,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,300만원 내외,기술/숙련직,충북
9711,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,자영업,대구
9712,20230701,전동 킥보드,남성,60대 이상,1인 가구,400만원 내외,자영업,경기
9715,20230701,전기 자전거,남성,30대,1인 가구,500만원 내외,기술/숙련직,경기
9735,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 독립기(막내가 결혼한 상태),500만원 내외,기술/숙련직,충남
9739,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,400만원 내외,자영업,대구
9745,20230701,전동 스케이트보드,남성,30대,1인 가구,200만원 내외,학생,경기
9756,20230701,전기 자전거,남성,40대,1인 가구,300만원 내외,전문직,서울
9780,20230701,전동 킥보드,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",사무직,광주
9798,20230701,전동 킥보드,남성,40대,신혼기 초과(자녀없음),600만원 내외,기술/숙련직,경북
9818,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,신혼기(자녀없음),800만원 내외,전문직,서울
9837,20230701,전기 자전거,남성,30대,신혼기(자녀없음),500만원 내외,기술/숙련직,경기
9846,20230701,전기 자전거,여성,60대 이상,자녀 독립기(막내가 결혼한 상태),400만원 내외,전업주부,광주
9872,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,200만원 내외,사무직,서울
9878,20230701,전기 자전거,남성,30대,자녀 유아기(막내가 초등학교 입학 전),200만원 내외,무직/기타,울산
9881,20230701,전동 킥보드,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,자영업,경기
9884,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,경기
9885,20230701,전동 킥보드,남성,60대 이상,신혼기 초과(자녀없음),400만원 내외,기술/숙련직,경기
9886,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,기술/숙련직,경기
9904,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,사무직,경기
9909,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,경영/관리직,경기
9935,20230701,전기 자전거,여성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,전업주부,광주
9946,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",경영/관리직,서울
9951,20230701,전동 킥보드,남성,30대,신혼기(자녀없음),700만원 내외,사무직,경기
9967,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,사무직,경기
9985,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,사무직,인천
9987,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,경기
9991,20230701,전동 킥보드,남성,40대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,사무직,경북
9996,20230701,전기 자전거,남성,40대,1인 가구,200만원 내외,판매/서비스직,광주
9999,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,일반 공무원/준공무원,경기
10005,20230701,전기 자전거,남성,40대,신혼기(자녀없음),500만원 내외,사무직,서울
10006,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,400만원 내외,기술/숙련직,서울
10010,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,경영/관리직,경남
10022,20230701,전동 휠,남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,경북
10051,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),100만원 이하,판매/서비스직,충남
10058,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,기술/숙련직,제주
10069,20230701,전동 스케이트보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,경영/관리직,전북
10135,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,사무직,서울
10158,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",기술/숙련직,경북
10161,20230701,"오토바이(바이크, 스쿠터)",남성,50대,1인 가구,100만원 이하,무직/기타,전남
10163,20230701,전동 킥보드,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),900만원 내외,전문직,서울
10174,20230701,"오토바이(바이크, 스쿠터)",여성,50대,자녀 독립기(막내가 결혼한 상태),600만원 내외,전업주부,경기
10176,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,무직/기타,경기
10179,20230701,전동 킥보드,남성,40대,1인 가구,400만원 내외,판매/서비스직,부산
10182,20230701,전기 자전거,남성,40대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",자영업,인천
10188,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",사무직,인천
10189,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",자영업,충남
10194,20230701,전기 자전거,남성,40대,1인 가구,500만원 내외,일반 공무원/준공무원,서울
10216,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,사무직,경기
10234,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,사무직,경기
10239,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,기술/숙련직,경기
10246,20230701,전동 킥보드,남성,30대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,사무직,경기
10249,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,경영/관리직,경기
10251,20230701,전동 킥보드,남성,30대,1인 가구,500만원 내외,기술/숙련직,인천
10255,20230701,전동 킥보드,남성,30대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,경남
10263,20230701,"오토바이(바이크, 스쿠터)",남성,50대,신혼기(자녀없음),500만원 내외,기술/숙련직,서울
10270,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,경기
10291,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),900만원 내외,사무직,부산
10297,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,인천
10303,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,사무직,대구
10328,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,인천
10335,20230701,전기 자전거,여성,60대 이상,1인 가구,300만원 내외,자영업,울산
10341,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,사무직,경기
10351,20230701,전동 스케이트보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,사무직,서울
10366,20230701,전동 스쿠터,남성,50대,1인 가구,"1,100~1,500만원 내외",경영/관리직,서울
10371,20230701,"오토바이(바이크, 스쿠터)",남성,50대,신혼기 초과(자녀없음),800만원 내외,자영업,경기
10378,20230701,전동 스쿠터,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),600만원 내외,기술/숙련직,전남
10401,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,기술/숙련직,울산
10414,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,강원
10416,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,기술/숙련직,경기
10441,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,사무직,경기
10445,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",기술/숙련직,대전
10451,20230701,전기 자전거,여성,50대,자녀 성인기(막내가 대학생～결혼 전),900만원 내외,일반 공무원/준공무원,경남
10462,20230701,"오토바이(바이크, 스쿠터)",여성,30대,신혼기(자녀없음),"1,100~1,500만원 내외",사무직,경북
10464,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,600~2,000만원 내외",경영/관리직,서울
10475,20230701,전동 킥보드,남성,40대,신혼기 초과(자녀없음),700만원 내외,판매/서비스직,경기
10490,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,무직/기타,경북
10492,20230701,전기 자전거,여성,30대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,사무직,경기
10512,20230701,전동 킥보드,남성,40대,1인 가구,400만원 내외,사무직,대전
10526,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,경영/관리직,경기
10532,20230701,전기 자전거,남성,40대,신혼기 초과(자녀없음),400만원 내외,경영/관리직,충남
10536,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,600~2,000만원 내외",자영업,서울
10541,20230701,"오토바이(바이크, 스쿠터)",여성,30대,신혼기(자녀없음),600만원 내외,사무직,충북
10543,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,기술/숙련직,경기
10564,20230701,전동 휠,남성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,기술/숙련직,경남
10577,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),300만원 내외,무직/기타,서울
10578,20230701,전동 킥보드,남성,40대,1인 가구,400만원 내외,사무직,서울
10594,20230701,전동 킥보드,남성,30대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,사무직,경남
10621,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 유아기(막내가 초등학교 입학 전),900만원 내외,전문직,서울
10643,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,사무직,서울
10652,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,자영업,충북
10668,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",사무직,경기
10669,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,기술/숙련직,서울
10670,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),900만원 내외,기술/숙련직,경기
10683,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),"1,000만원 내외",기술/숙련직,인천
10686,20230701,"오토바이(바이크, 스쿠터)",남성,50대,신혼기 초과(자녀없음),600만원 내외,전문직,경기
10695,20230701,전기 자전거,남성,30대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,경북
10700,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,사무직,서울
10715,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,서울
10719,20230701,전동 킥보드,여성,40대,1인 가구,300만원 내외,기술/숙련직,부산
10728,20230701,전동 킥보드,여성,20대,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,사무직,서울
10739,20230701,전동 킥보드,남성,40대,신혼기 초과(자녀없음),400만원 내외,기술/숙련직,서울
10744,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",기술/숙련직,서울
10750,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,일반 공무원/준공무원,경남
10760,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),300만원 내외,무직/기타,경기
10769,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,대전
10796,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 유아기(막내가 초등학교 입학 전),200만원 내외,판매/서비스직,전북
10797,20230701,전기 자전거,남성,30대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",자영업,전북
10811,20230701,전동 스쿠터,남성,40대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,사무직,부산
10854,20230701,"오토바이(바이크, 스쿠터)",남성,40대,신혼기 초과(자녀없음),600만원 내외,사무직,경기
10873,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,경기
10877,20230701,전기 자전거,남성,40대,자녀 독립기(막내가 결혼한 상태),700만원 내외,기술/숙련직,대구
10881,20230701,전기 자전거,남성,30대,신혼기(자녀없음),900만원 내외,사무직,대전
10922,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,사무직,서울
10923,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",자영업,경기
10942,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,사무직,인천
10944,20230701,전동 휠,남성,30대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,경영/관리직,서울
10950,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",사무직,서울
10951,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),"2,100만원 이상",경영/관리직,서울
10954,20230701,전동 휠,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,사무직,경기
10986,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"2,100만원 이상",기술/숙련직,광주
10991,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,사무직,경기
10995,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",경영/관리직,서울
11009,20230701,전동 킥보드,남성,40대,신혼기(자녀없음),"1,000만원 내외",자영업,경기
11059,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,사무직,서울
11084,20230701,전기 자전거,남성,50대,신혼기 초과(자녀없음),"1,100~1,500만원 내외",경영/관리직,강원
11089,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),900만원 내외,경영/관리직,서울
11094,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,사무직,충북
11096,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,자영업,울산
11111,20230701,전동 휠,남성,50대,1인 가구,300만원 내외,사무직,서울
11138,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",경영/관리직,서울
11166,20230701,"오토바이(바이크, 스쿠터)",여성,30대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,울산
11171,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,자영업,대전
11198,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,판매/서비스직,전남
11200,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,전문직,서울
11210,20230701,"오토바이(바이크, 스쿠터)",여성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,사무직,강원
11213,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,기술/숙련직,경기
11220,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,경영/관리직,울산
11221,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,300만원 내외,사무직,서울
11236,20230701,전동 킥보드,여성,30대,신혼기(자녀없음),600만원 내외,사무직,경남
11238,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,사무직,경남
11243,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,강원
11247,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,경기
11258,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,무직/기타,강원
11262,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,신혼기(자녀없음),400만원 내외,자영업,서울
11299,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,판매/서비스직,경기
11301,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,자영업,서울
11302,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),300만원 내외,사무직,경기
11330,20230701,전동 휠,남성,50대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,경기
11332,20230701,전동 킥보드,여성,40대,자녀 유아기(막내가 초등학교 입학 전),"1,000만원 내외",자영업,경북
11359,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,기술/숙련직,경기
11368,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",자영업,경북
11371,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,사무직,인천
11378,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,사무직,서울
11382,20230701,전기 자전거,남성,30대,신혼기 초과(자녀없음),500만원 내외,전문직,경기
11386,20230701,전동 킥보드,남성,40대,신혼기(자녀없음),500만원 내외,기술/숙련직,인천
11390,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,500만원 내외,기술/숙련직,충북
11403,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,대전
11415,20230701,전동 킥보드,남성,30대,1인 가구,300만원 내외,기술/숙련직,경기
11428,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,사무직,경기
11430,20230701,"오토바이(바이크, 스쿠터)",남성,20대,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,자영업,경남
11433,20230701,전동 스케이트보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,기술/숙련직,경북
11437,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",자영업,대전
11448,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,경영/관리직,서울
11450,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),900만원 내외,자영업,서울
11476,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",전문직,경북
11483,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),200만원 내외,일반 공무원/준공무원,부산
11497,20230701,전동 스쿠터,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,사무직,서울
11499,20230701,전동 스케이트보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,사무직,전남
11500,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",자영업,서울
11505,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,무직/기타,울산
11514,20230701,전동 스케이트보드,여성,30대,1인 가구,300만원 내외,사무직,대전
11517,20230701,전기 자전거,남성,40대,1인 가구,300만원 내외,자영업,부산
11520,20230701,전동 킥보드,남성,30대,자녀 성인기(막내가 대학생～결혼 전),모름,사무직,경기
11526,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,자영업,부산
11528,20230701,"오토바이(바이크, 스쿠터)",남성,50대,1인 가구,400만원 내외,기술/숙련직,충남
11548,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,강원
11564,20230701,전동 킥보드,남성,40대,1인 가구,400만원 내외,사무직,서울
11566,20230701,전기 자전거,남성,50대,신혼기 초과(자녀없음),"1,000만원 내외",경영/관리직,경기
11591,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,100만원 이하,무직/기타,서울
11617,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,사무직,경남
11624,20230701,전동 휠,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",경영/관리직,경기
11636,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 독립기(막내가 결혼한 상태),"1,600~2,000만원 내외",사무직,서울
11645,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,사무직,충북
11652,20230701,전기 자전거,여성,20대,자녀 성인기(막내가 대학생～결혼 전),"2,100만원 이상",학생,경기
11670,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),200만원 내외,사무직,경남
11691,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,전문직,대전
11712,20230701,전동 킥보드,남성,40대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,사무직,대구
11714,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,사무직,경기
11718,20230701,전동 스쿠터,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,경남
11747,20230701,전동 휠,남성,50대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,무직/기타,경기
11751,20230701,전동 휠,여성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,사무직,전남
11755,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,900만원 내외,전문직,부산
11766,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,경기
11795,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,300만원 내외,사무직,서울
11810,20230701,전동 스케이트보드,여성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",전문직,서울
11827,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,판매/서비스직,전북
11834,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),700만원 내외,사무직,서울
11835,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),200만원 내외,사무직,경기
11873,20230701,전기 자전거,남성,30대,1인 가구,400만원 내외,기술/숙련직,서울
11876,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,경기
11877,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,기술/숙련직,광주
11884,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,서울
11901,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,자영업,부산
11908,20230701,전기 자전거,남성,30대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,사무직,경남
11914,20230701,전기 자전거,남성,50대,1인 가구,600만원 내외,자영업,서울
11931,20230701,전동 스쿠터,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),300만원 내외,무직/기타,충남
11941,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),700만원 내외,사무직,경기
11946,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,기술/숙련직,충남
11948,20230701,전기 자전거,남성,30대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,인천
11949,20230701,전동 스쿠터,남성,50대,1인 가구,800만원 내외,경영/관리직,서울
11957,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,경영/관리직,부산
11959,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,경영/관리직,경기
11965,20230701,전동 스쿠터,여성,20대,자녀 독립기(막내가 결혼한 상태),700만원 내외,기술/숙련직,부산
11967,20230701,전동 킥보드,남성,40대,1인 가구,500만원 내외,사무직,경기
11990,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,기술/숙련직,울산
12004,20230701,전동 킥보드,여성,50대,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,전업주부,경기
12009,20230701,전동 스케이트보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),300만원 내외,자영업,서울
12036,20230701,전동 킥보드,남성,40대,1인 가구,400만원 내외,사무직,대전
12043,20230701,전기 자전거,남성,30대,신혼기(자녀없음),700만원 내외,사무직,경기
12060,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,일반 공무원/준공무원,광주
12064,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,대구
12077,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,경기
12090,20230701,전동 휠,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,대구
12097,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,경남
12104,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,사무직,경기
12107,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",자영업,서울
12111,20230701,"오토바이(바이크, 스쿠터)",여성,30대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,서울
12112,20230701,전동 킥보드,남성,40대,1인 가구,200만원 내외,자영업,충남
12115,20230701,전기 자전거,남성,30대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,사무직,경기
12116,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,무직/기타,대전
