prcha_prrrg_prduc_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,prduc_ctgry_lrcls_nm,prduc_ctgry_mdcls_nm,prduc_ctgry_smcls_nm,otdr_prduc_nm,info_obtn_site_url
D***2,201910**,M,4,무직,100만원 미만,아니오,          ,단독주택,경남,김해시,구산동,삼성,LG U+,자전거,자전거,MTB,GIFT2016 엘파마 판타시아 S7 S675 카본 MTB 자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1043875589
D***6,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,서울,노원구,상계2동,삼성,LG U+,자전거/보드,일반자전거,외발/삼륜/2인용,[자이덴]지오닉스 나누미 에코 성인용 세발 트라이 삼륜자전거,http://item.gmarket.co.kr/Item?goodscode=1292909571
D***,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광명시,철산1동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,머스타시벌룬 기모마스크 MHM-10/방한/보드마스크,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1187564080
D***,201910**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강남구,대치1동,삼성,SKT,자전거/보드,로드자전거,알루미늄자전거,2017알톤 벨록스 CC 로드 사이클로크로스 자전거,http://item.gmarket.co.kr/Item?goodscode=1112776902
D***0,201910**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,도봉구,창1동,삼성,SKT,자전거,자전거관리용품,튜브벨브/어댑터/노즐,호비던롭밸브셋트 무시고무 공기 주입을 하여도 바람이 샐경우 교체,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1244185249
D***5,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,양천구,신정3동,삼성,SKT,자전거,튜닝용품,잠금장치,호비대만정품 LJ9080 4관절락 자전거자물쇠 사관절,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=11383586
D***9,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,도봉구,도봉2동,삼성,SKT,자전거,자전거,MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1190027550
D***1,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,남동구,간석3동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,정품미국 CREE사 LED Q5 줌 라이트/자전거/전조등/후레쉬/랜턴/손전등/거치대/건전지/안전등/용품/야간등,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1200933401
D***3,201910**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,평택시,비전2동,삼성,KT,자전거,자전거,사이클,[쿠베로]에어리아2.0신형소라18 무료조립+최강사은품 NEW SORA 18,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1224036819
D***2,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대구,서구,비산1동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,[PUMA]푸마 여성 기모 티셔츠 3종세트 NFYKFG01,http://www.hnsmall.com/display/goods.do?goods_code=12835184
D***6,201910**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,동구,홍도동,삼성,LG U+,자전거,튜닝용품,물통받침대,대만아이베라 경량 물통케이지 물병 더블 안장마운트,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1084359208
D***3,201910**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,서울,송파구,잠실4동,삼성,KT,레저/자동차,자전거/용품,자전거액세서리,[고바이크]자전거짐받이특대바구니/플록스천바구니/짐바구니/고정식바구니/장착용바구니/자전거악세사리,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1273581622
D***1,201910**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,단독주택,서울,마포구,공덕동,삼성,KT,자전거,튜닝용품,전시스탠드,토픽스텐드 DUAL TOUCH BIKE STAND 자전거거치대,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1154312380
D***0,201910**,M,5,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,구리시,인창동,삼성,KT,자전거,자전거신발/고글/헬멧,장갑,윈드스토퍼스마트터치 겨울 방한장갑 네오프렌 방풍,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1050935353
D***0,201910**,M,2,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,아니오,          ,오피스텔,경남,고성군,고성읍,삼성,KT,자전거,자전거,MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1190027550
D***,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,관악구,신림동,삼성,SKT,레저/자동차,자전거/용품,자전거,[삼천리자전거]하로GS20 7단 접이식자전거  어린이/여성 폴딩자전거,http://item.gmarket.co.kr/Item?goodscode=1201466217
D***,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,용인시 기흥구,상갈동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,블랙울프미니줌 줌라이트 LED랜턴 후레쉬 자전거용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1182033172
D***,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,연수구,송도동,삼성,SKT,자전거,자전거부품,브레이크패드,[FNS]크락스오가닉 디스크브레이크 패드(벌크제품),http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1097542995
D***,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,충남,논산시,취암동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,완전사2017년 신형 KSM400-3 SE 연납축전지 12V/,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1150653630
D***1,201910**,F,3,무직,500~599만원,아니오,          ,기타 ,서울,광진구,중곡1동,삼성,SKT,레저/자동차,자전거/용품,자전거,알톤어린이용 경량 알루미늄 접이식 자전거 라바폴딩18인치,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1096512754
D***3,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,오피스텔,서울,강북구,수유3동,애플,SKT,레저/자동차,자전거/용품,자전거,알톤베네통키드자전거/아동/알루미늄/고급어린이네발,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1160671411
D***9,201910**,M,2,무직,300~399만원,아니오,          ,아파트/ 주상복합,경기,의왕시,청계동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,[PUMA]푸마 여성 기모 티셔츠 3종세트 NFYKFG01,http://www.hnsmall.com/display/goods.do?goods_code=12835184
D***3,201910**,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,송파구,석촌동,애플,SKT,캠핑/골프/헬스/자전거,자전거,전기자전거,전동킥보드마이봇 ERT-8/ 38V/ 18.4Ah / 삼성배터리/ 레져스포츠,http://www.hnsmall.com/display/goods.do?goods_code=12231883
D***3,201910**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,기타 ,서울,중랑구,면목2동,삼성,KT,레저/자동차,자전거/용품,자전거의류/잡화,방한멀티스카프/멀티워머/넥워머/마스크/스키/자전거,http://item.gmarket.co.kr/Item?goodscode=1145899445
D***,201910**,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,호평동,삼성,KT,레저/자동차,자전거/용품,자전거,알톤쉐보레 CFB2.4 24단 팻바이크/노바투스/우라노,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1288179623
D***,201910**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,성남시 분당구,구미동,삼성,SKT,자전거,자전거관리용품,펑크패치,구멍패치/번개표/자전거보수/타이어보수/빵꾸딱지/빵구패치/자전거정비/땜질/공구장터,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1046577201
D***,201910**,F,3,"교직 (교사, 유치원교사, 학원강사)",500~599만원,아니오,          ,아파트/ 주상복합,서울,중랑구,신내동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,스나이퍼코리아블랙울프 18650배터리 충전기모음,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1272010256
D***,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대구,달성군,옥포면,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,코아브어반st 자전거 헬멧 성인용 용품 보드 인라인,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1219634494
D***,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경북,김천시,평화동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,[엑스피크]엑스피크 자전거힙색 트윈포켓파우치 자전거파우치,http://item.gmarket.co.kr/Item?goodscode=1124173801
D***,201910**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,계양구,효성2동,삼성,SKT,자전거,자전거신발/고글/헬멧,보호대,[AQUA-X/국산]발렌티노무봉제 쿨토시/아쿠아엑스,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1261126293
D***,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경북,구미시,도량동,삼성,SKT,유아동,유아동완구/교구,승용완구,STONETREE스톤트리 트라이크 - 유모차 세발 자전거,http://item.gmarket.co.kr/Item?goodscode=1129986013
D***,201910**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,아파트/ 주상복합,대전,대덕구,읍내동,삼성,KT,자전거,자전거신발/고글/헬멧,보호대,[AQUA-X/국산]발렌티노무봉제 쿨토시/아쿠아엑스,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1261126293
D***,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,부산,연제구,거제1동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,자전거휠 라이트 안전등  LED라이트 후미등,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1076764951
D***0,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강남구,대치동,삼성,SKT,자전거,튜닝용품,전시스탠드,[내가만든자전거](ICETOOLZ) 아이스툴즈 P633 벽면형 자전거 거치대/벽면고정볼트포함,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1231501156
D***7,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,석수2동,애플,SKT,자전거,튜닝용품,후미등,자전거후미등2구 실리콘 후미등 LED비상등 안전등 야간 라이딩 유모차 오토바이 3가지 모드,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1253472408
D***8,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,이천시,백사면,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,쿨바라클라바자외선차단마스크 여름마스크 쿨마스크,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=11116518
D***8,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,이천시,백사면,삼성,SKT,유아동,유아동완구/교구,승용완구,STONETREE스톤트리 트라이크 - 유모차 세발 자전거,http://item.gmarket.co.kr/Item?goodscode=1129986013
D***9,201910**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,관악구,은천동,삼성,SKT,자전거,자전거부품,변속기,변속레버/자전거기어/시마노변속레버/그립쉬프트,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1280799725
D***5,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,의정부시,호원동,삼성,SKT,자전거,자전거부품,안장,유아안장/짐받이장착/핸들바장착/목받이유아안장/자전거안장,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1275573892
D***3,201910**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,서초구,반포2동,LG,KT,자전거/보드,자전거라이트,자전거라이트/전조등,몬스터라이트LG화학 18650 배터리 3050mAh,http://item.gmarket.co.kr/Item?goodscode=1280497915
D***3,201910**,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,김천시,남산동,삼성,KT,레저/자동차,자전거/용품,헬멧/보호장비,GAIUS어반헬멧 킥보드헬멧 성인 청소년헬멧,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1036710596
D***4,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,송파구,마천동,삼성,LG U+,자전거,자전거신발/고글/헬멧,헬멧,[HJC]X5(EVO)블랙스카이 / 자전거 헬멧 / 240g대 초,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1040086015
D***5,201910**,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,아니오,          ,아파트/ 주상복합,서울,강남구,개포동,삼성,KT,레저/자동차,자전거/용품,자전거액세서리,스나이퍼코리아블랙울프 18650배터리 충전기모음,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1272010256
D***6,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 없음 ,오피스텔,경기,성남시 중원구,성남동,삼성,SKT,자전거,자전거부품,안장,대만New 카본 시트포스트 (27.2/31.6mm) 풀카본 자전거 안장봉/초경량 싯포스트 (세미카),http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1015126992
D***,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,은평구,역촌동,삼성,SKT,자전거,자전거,사이클,[쿠베로]에어리아2.0신형소라18 무료조립+최강사은품 NEW SORA 18,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1224036819
D***,201910**,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산서구,대화동,애플,알뜰폰(MVNO),자전거,자전거부품,브레이크패드,BARADINE바라딘 450 로드용 브레이크슈 브레이크 슈패드 고무패드 자전거용품 부품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1073663674
D***,201910**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,마포구,합정동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,자전거라이트LED 전조등 후미등 후레쉬 [거치대증정],http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1080334719
D***2,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,안산시 단원구,와동,삼성,SKT,자전거,튜닝용품,전시스탠드,KT05 자전거킥스탠드 자전거받침대 자전거용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1058282299
D***6,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,성남시 분당구,서현동,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,아동용자전거헬멧아동보호대 킥보드 인라인헬멧,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1051520039
D***3,201910**,M,2,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,기타 ,경기,고양시 일산동구,마두2동,LG,KT,레저/자동차,자전거/용품,자전거,[스마트자전거]반티아고G21 하이브리드자전거 21단 클래식 2018년,http://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=1203110269
D***2,201910**,M,3,"자영업 (도소매업, 숙박업, 미용업)",100~199만원,아니오,          ,아파트/ 주상복합,부산,해운대구,반송2동,삼성,SKT,자전거,자전거부품,튜브,[FNS]즈와유무시고무 없는 던롭밸브 세트/던롭튜브,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1217450472
D***8,201910**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,울산,북구,상안동,삼성,LG U+,자전거,자전거부품,안장,[참좋은바이크]삼천리아동용안장모음/하이킥/프린세스/키즈바이크/디즈니/유아동/어린이/푹신한안장,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1205141789
D***,201910**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,부평구,산곡2동,삼성,SKT,자전거,자전거,사이클,[쿠베로]에어리아2.0신형소라18 무료조립+최강사은품 NEW SORA 18,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1224036819
D***,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,관악구,신림동,삼성,SKT,캠핑/골프/헬스/자전거,자전거의류/용품,신발,뉴발란스CRT300 스니커즈 운동화 (CRT300CA),http://www.hnsmall.com/display/goods.do?goods_code=12922166
D***,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강남구,청담동,삼성,SKT,레저/자동차,자전거/용품,자전거,사은품증정[삼천리자전거]아이비/어린이자전거/아동용,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1079264363
D***3,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경북,포항시 북구,환호동,삼성,SKT,자전거,튜닝용품,후미등,누빔멀티 라이트 NB-600 자전거 후미등 방향지시등,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=115116197
D***8,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,수원시 권선구,권선동,삼성,SKT,자전거,자전거신발/고글/헬멧,장갑,[MTB자전거장갑]라이딩장갑/여름장갑/반장갑,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1274156192
D***7,201910**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,서대문구,북가좌동,삼성,LG U+,자전거,자전거부품,체인,MYBN 10단 실버_S10CR 체인,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1272548067
D***9,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,전남,고흥군,풍양면,삼성,SKT,자전거,자전거,MTB,앞뒤쇼바접이식 21단 26인치 입문 통학 출퇴근용 MTB,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1082913347
D***2,201910**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산서구,탄현동,삼성,LG U+,레저/자동차,자전거/용품,자전거액세서리,▶빔라이트충전식 자전거 후미등┃자전거용품┃레저용품┃자전거악세사리┃자전거라이트┃후미등┃,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1246317584
D***2,201910**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,마포구,성산1동,LG,LG U+,레저/자동차,자전거/용품,헬멧/보호장비,자전거어반헬멧 어린이헬멧 인라인 헬맷 킥보드헬멧,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1253467301
D***1,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,천연동,기타,알뜰폰(MVNO),자전거/보드,자전거장갑/잡화,자전거장갑,[프로스펙스]스마트 방한장갑 등산장갑 자전거장갑 겨울장갑 축구,http://item.gmarket.co.kr/Item?goodscode=1150372758
D***4,201910**,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,전남,진도군,고군면,삼성,SKT,자전거,자전거부품,페달,"토클립세트 (1쌍. 가죽밴드, 볼트 포함) Toe Clip Set 대만생산품. 픽시 클래식 로드 등 자전거 부품 용품",http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1114857336
D***8,201910**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,단독주택,인천,남동구,논현동,삼성,SKT,자전거/보드,자전거바구니/가방,크로스가방,엑스피크빅파우치 자전거 휴대폰파우치,http://item.gmarket.co.kr/Item?goodscode=1187012636
D***4,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,운양동,애플,LG U+,자전거,자전거,MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1190027550
D***,201910**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,서대문구,북아현동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,"매그닉라이트/전조등,후미등싱글판매/충전필요없는 독일특허 비접촉 자전거라이트/자전거용품/무료배송",http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1242176076
D***,201910**,F,4,"주부 (전업주부, 파트타임 근무 주부)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 수지구,성복동,삼성,SKT,레저/자동차,자전거/용품,자전거,자이덴라스카FX20 20인치 7단 접이식 자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1202758720
D***,201910**,F,3,"교직 (교사, 유치원교사, 학원강사)",500~599만원,아니오,          ,아파트/ 주상복합,서울,중랑구,신내동,삼성,SKT,자전거,자전거부품,보조바퀴,SM-901성인용 보조바퀴(20~26인치용),http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1200999290
D***,201910**,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 상당구,금천동,삼성,LG U+,레저/자동차,자전거/용품,자전거액세서리,▶빔라이트충전식 자전거 후미등┃자전거용품┃레저용품┃자전거악세사리┃자전거라이트┃후미등┃,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1246317584
D***1,201910**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,관악구,보라매동,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,코아브어반st 자전거 헬멧 성인용 용품 보드 인라인,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1219634494
D***6,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,용인시 수지구,풍덕천1동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,자전거비밀번호 자물쇠 (소)  No75,http://item.gmarket.co.kr/Item?goodscode=1235749090
D***1,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,남동구,간석3동,삼성,SKT,레저/자동차,자전거/용품,자전거,[삼천리자전거]하로GS20 7단 접이식자전거  어린이/여성 폴딩자전거,http://item.gmarket.co.kr/Item?goodscode=1201466217
D***2,201910**,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,정자3동,삼성,KT,자전거,자전거신발/고글/헬멧,보호대,일본코미네09-021 오토바이 핸들워머 빅스쿠터 전동 킥보드 토시 퀵보드 토시 장갑 겨울 방한용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=107138111
D***7,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,광주,동구,계림1동,삼성,SKT,자전거,자전거관리용품,에어펌프(발펌프),발펌프/튜브/휴대용/쌍발/자전거/공기주입기/에어펌프/타이어공기/축구공/농구공/바람넣기/외발/강력발펌프,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1091662162
D***8,201910**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,용산구,청파동1가,삼성,SKT,레저/자동차,자전거/용품,자전거,[스마트]삼천리/스마트/바이맥스 접이식자전거 미니벨로 4종,http://item.gmarket.co.kr/Item?goodscode=1278067146
D***1,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대전,유성구,관평동,삼성,SKT,자전거,자전거,MTB,베리벨로보스톤GS 18년형 22인치 초등학생 MTB자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1240605806
