prcha_prrrg_prduc_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,prduc_ctgry_lrcls_nm,prduc_ctgry_mdcls_nm,prduc_ctgry_smcls_nm,otdr_prduc_nm,info_obtn_site_url
D***,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,충남,천안시 서북구,두정동,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,스텔리오스고글헬멧 에어로 자전거헬멧 로드헬멧,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1007190015
D***4,201904**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,서구,경서동,삼성,SKT,자전거/보드,자전거타이어/부품,자전거튜브,[CST]700x25/32C fv60mm 자전거튜브 프레스타 흥아 켄다,http://item.gmarket.co.kr/Item?goodscode=1283528097
D***6,201904**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,강원,정선군,사북읍,삼성,SKT,자전거,자전거신발/고글/헬멧,보호대,나스카썬블럭 쿨토시/네이비/팔토시/자외선차단/스포츠/골프/등산/자전거/테니스/암슬리브/운전,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1274967893
D***9,201904**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,노원구,상계9동,애플,KT,자전거,자전거신발/고글/헬멧,장갑,윈드스토퍼스마트터치 겨울 방한장갑 네오프렌 방풍,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1050935353
D***4,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",900~999만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안양시 동안구,호계2동,삼성,SKT,자전거,자전거부품,브레이크패드,시마노디스크 브레이크 Resin 패드 B01S/BR-T615/C501/M575/M525/M486/M485/M475/M465 레진패드/래진패드,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1060069949
D***2,201904**,M,5,기타 ,300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,잠실3동,삼성,SKT,자전거,자전거신발/고글/헬멧,보호대,(가온들)나스카/쿨토시/기능성팔토시/스포츠골프토시,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=11387459
D***5,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,마산동,삼성,알뜰폰(MVNO),자전거/보드,자전거장갑/잡화,자전거장갑,[프로스펙스]스마트 방한장갑 등산장갑 자전거장갑 겨울장갑 축구,http://item.gmarket.co.kr/Item?goodscode=1150372758
D***8,201904**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 소사구,소사본동,삼성,KT,레저/자동차,자전거/용품,자전거,[삼천리자전거]하로GS20 7단 접이식자전거  어린이/여성 폴딩자전거,http://item.gmarket.co.kr/Item?goodscode=1201466217
D***1,201904**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 없음 ,아파트/ 주상복합,대구,북구,칠성동2가,애플,KT,레저/자동차,자전거/용품,자전거,[21세기스쿠터]질주본능!21세기스쿠터/미드미 外 봄바람 일으키는 모빌리티 컬렉션,http://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=1154385444
D***9,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,삼산1동,삼성,알뜰폰(MVNO),레저/자동차,자전거/용품,자전거의류/잡화,마스크/귀마개/멀티워머/넥워머/자전거/검정마스크,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1167152971
D***4,201904**,F,3,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,보령시,동대동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,사은품증정나루 마스크 자전거 자외선차단 등산 골프 바라클라바 버프 겨울 방한 넥워머 복면  오토바이,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1070268365
D***3,201904**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 기흥구,신갈동,삼성,KT,캠핑/골프/헬스/자전거,자전거의류/용품,기타용품,[펌프킹]가정용 자전거 거치대 HK-001,http://www.hnsmall.com/display/goods.do?goods_code=12714590
D***2,201904**,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",100~199만원,예    ,자녀 없음 ,단독주택,경남,창원시 진해구,태백동,삼성,SKT,레저/자동차,자전거/용품,자전거,베리벨로보스톤GS 22 18년형 22인치 MTB자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1264898395
D***2,201904**,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",100~199만원,예    ,자녀 없음 ,단독주택,경남,창원시 진해구,태백동,삼성,SKT,자전거/보드,자전거액세서리,자전거짐받이,바이크박스블랙   -  생활용 여성용 접이식 자전거 짐받이 거치용 접이식 짐 바구니,http://item.gmarket.co.kr/Item?goodscode=128833406
D***,201904**,M,5,"관리직 (사장, 간부, 고위공무원)",100~199만원,아니오,          ,아파트/ 주상복합,서울,강서구,화곡3동,애플,KT,레저/자동차,자전거/용품,자전거,알톤쉐보레 CFB2.4 24단 팻바이크/노바투스/우라노,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1288179623
D***,201904**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,시흥시,대야동,삼성,SKT,자전거,자전거부품,안장,풀카본안장자전거안장 초경량 카본안장,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1240983940
D***,201904**,F,4,"주부 (전업주부, 파트타임 근무 주부)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 팔달구,인계동,삼성,KT,레저/자동차,자전거/용품,자전거액세서리,SCHWALBE슈발베 타이어레버 3개한세트 타이어교체 / 튜블러 시멘트/리무버/이지핏 악세사리,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1263501442
D***,201904**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,부산,기장군,장안읍,삼성,SKT,자전거/보드,자전거타이어/부품,자전거튜브,[흥아]흥아 26인치x1.75/2.125 프레스타 60mm 자전거튜브,http://item.gmarket.co.kr/Item?goodscode=1284816502
D***,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,계양구,귤현동,애플,SKT,레저/자동차,자전거/용품,자전거액세서리,[엑스피크]엑스피크 자전거힙색 트윈포켓파우치 자전거파우치,http://item.gmarket.co.kr/Item?goodscode=1124173801
D***,201904**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대전,서구,둔산1동,삼성,SKT,자전거,자전거부품,안장,풀카본안장자전거안장 초경량 카본안장,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1240983940
D***0,201904**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,노원구,공릉1.3동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,[엠씨엔]MCN 통기성좋고 시원한 매쉬마스크/UV자외선 벌레차단,http://item.gmarket.co.kr/Item?goodscode=1104924744
D***4,201904**,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,감정동,LG,SKT,레저/자동차,자전거/용품,자전거의류/잡화,아동.유아.어린이/무릎보호대.헬멧.장갑 세트/자전거용품.인라인스케이트.씽씽카.안전용품.블랙프라이데이,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1066221250
D***3,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,동대문구,신설동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,(자전거용품.부품모음)자물쇠라이트펌프바구니짐받이안장가방헬멧보호대후미등페달보조바퀴벨전조등거치대,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1258567584
D***2,201904**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,서초4동,삼성,SKT,자전거,자전거신발/고글/헬멧,보호대,킹카301 성인 보호대 팔꿈치 손목 무릎 남여공용,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1083507717
D***7,201904**,M,5,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,신길1동,삼성,SKT,자전거,자전거,사이클,[쿠베로]에어리아2.0신형소라18 무료조립+최강사은품 NEW SORA 18,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1224036819
D***2,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경기,화성시,동탄면,애플,알뜰폰(MVNO),자전거,자전거부품,핸들그립,Giant그립/Connect 커넥트 에르고 맥스 락온 (2색상),http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1137382869
D***1,201904**,F,3,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,북구,중산동,삼성,KT,레저/자동차,자전거/용품,자전거의류/잡화,1대1사은품증정 나루마스크 X1 X5 자외선차단마스크,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=11127502
D***9,201904**,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,서구,경서동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,DBIKE디빅 투라인 집게 후미등,http://item.gmarket.co.kr/Item?goodscode=1205206386
D***9,201904**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,운양동,삼성,KT,자전거,자전거,사이클,[쿠베로]에어리아2.0신형소라18 무료조립+최강사은품 NEW SORA 18,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1224036819
D***9,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대구,동구,신암2동,삼성,SKT,자전거/보드,일반자전거,외발/삼륜/2인용,[자이덴]지오닉스 나누미 에코 성인용 세발 트라이 삼륜자전거,http://item.gmarket.co.kr/Item?goodscode=1292909571
D***2,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,강원,원주시,단계동,애플,SKT,자전거,자전거부품,안장,삼천리전립선 안장패드/MTB ROAD 안장용 쿠션커버/하이브리드 안장커버/자전거안장커버/로드용 자전거용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1232420657
D***5,201904**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성동구,행당2동,삼성,KT,자전거,자전거신발/고글/헬멧,장갑,윈드스토퍼스마트터치 겨울 방한장갑 네오프렌 방풍,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1050935353
D***4,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,성동구,성수2가1동,삼성,SKT,자전거,튜닝용품,전시스탠드,"자전거스텐드거치대/16,18,20,22,24,26스탠드 받침대 보관대 접이식 자전거용품",http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=12932139
D***,201905**,M,2,"학생 (초중고학생, 대학생, 대학원생)",700~799만원,아니오,          ,기타 ,서울,성북구,길음1동,애플,LG U+,자전거/보드,일반자전거,외발/삼륜/2인용,절대터지지않는알로이 컨츄리 성인 세발자전거 삼륜,http://item.gmarket.co.kr/Item?goodscode=1201833484
D***,201905**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경남,창원시 의창구,명서동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,자전거라이트LED 전조등 후미등 후레쉬 [거치대증정],http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1080334719
D***,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,연수구,옥련2동,삼성,KT,레저/자동차,자전거/용품,자전거의류/잡화,머스타시벌룬 기모마스크 MHM-10/방한/보드마스크,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1187564080
D***1,201905**,M,4,"관리직 (사장, 간부, 고위공무원)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 팔달구,인계동,삼성,LG U+,자전거,자전거부품,브레이크패드,시마노디스크 브레이크 Resin 패드 B01S/BR-T615/C501/M575/M525/M486/M485/M475/M465 레진패드/래진패드,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1060069949
D***,201905**,F,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 북구,우현동,애플,SKT,자전거/보드,자전거타이어/부품,자전거튜브,[CST]700x25/32C fv48mm 자전거튜브 프레스타 흥아 켄다,http://item.gmarket.co.kr/Item?goodscode=1283527298
D***,201905**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강서구,화곡8동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,[J]쿨시트 방석 오토바이 스쿠터 헬멧 용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1082590066
D***,201905**,M,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,아니오,          ,오피스텔,서울,서대문구,홍은2동,LG,LG U+,자전거,자전거신발/고글/헬멧,보호대,[AQUA-X/국산]발렌티노무봉제 쿨토시/아쿠아엑스,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1261126293
D***,201905**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,남구,도화1동,삼성,SKT,자전거,자전거신발/고글/헬멧,보호대,(가온들)나스카/쿨토시/기능성팔토시/스포츠골프토시,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=11387459
D***,201905**,M,4,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,중랑구,면목7동,삼성,알뜰폰(MVNO),자전거,자전거관리용품,광택,자전거방수보관커버/방수자전거 커버/PEVA원단,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1255618282
D***,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,전북,군산시,나운1동,삼성,SKT,레저/자동차,자전거/용품,헬멧/보호장비,에어워크보호대 성인용/아동용 헬멧/가방 용품 S16,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=12617089
D***2,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,마포구,당인동,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,2018GIRO 지로 QUARTER 쿼터 어반 자전거 헬멧 BMX,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1246004626
D***9,201905**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,부산,금정구,금사동,삼성,SKT,자전거,자전거부품,브레이크레버,브레이크레버/아동용/성인용/알로이브레이크레버/자전거부품/자전거브레이크레버,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1280791866
D***6,201905**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,동구,송림3동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,[엠씨엔]MCN 통기성좋고 시원한 매쉬마스크/UV자외선 벌레차단,http://item.gmarket.co.kr/Item?goodscode=1104924744
D***6,201905**,F,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,충남,아산시,용화동,삼성,KT,레저/자동차,자전거/용품,자전거의류/잡화,아동.유아.어린이/무릎보호대.헬멧.장갑 세트/자전거용품.인라인스케이트.씽씽카.안전용품.블랙프라이데이,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1066221250
D***9,201905**,F,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,동작구,상도동,삼성,KT,자전거,튜닝용품,후미등,문라이트크레센트/코멧/쉴드/디펜더/메테오/ 자전거라이트 자전거후미등,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1086040122
D***2,201905**,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,중랑구,망우동,삼성,SKT,레저/자동차,자전거/용품,자전거,자이덴라스카FX20 20인치 7단 접이식 자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1202758720
D***,201905**,M,2,무직,100만원 미만,아니오,          ,아파트/ 주상복합,서울,강서구,등촌2동,삼성,알뜰폰(MVNO),자전거,자전거신발/고글/헬멧,보호대,[성인보호대 세트] 에어워크 보호대 손목_무릎_팔꿈치,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1112671449
D***,201905**,F,2,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,은평구,갈현1동,삼성,LG U+,레저/자동차,자전거/용품,헬멧/보호장비,GAIUS어반헬멧 킥보드헬멧 성인 청소년헬멧,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1036710596
D***,201905**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,구리시,인창동,LG,KT,자전거,튜닝용품,전시스탠드,포인트배너실외용거치대 양면겸용 홍보 이벤트,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1236804619
D***,201905**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,충북,청주시 상당구,영운동,삼성,SKT,자전거/보드,자전거바구니/가방,크로스가방,엑스피크빅파우치 자전거 휴대폰파우치,http://item.gmarket.co.kr/Item?goodscode=1187012636
D***8,201905**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,동대문구,전농2동,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,코아브어반st 자전거 헬멧 성인용 용품 보드 인라인,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1219634494
D***8,201905**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,인천,연수구,송도동,LG,LG U+,자전거,자전거부품,핸들그립,Giant그립/Connect 커넥트 에르고 맥스 락온 (2색상),http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1137382869
D***8,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,북구,풍향동,삼성,SKT,자전거/보드,자전거바구니/가방,크로스가방,[엑스피크]2포켓 스마트폰 파우치/암밴드+목걸이 기본증정,http://item.gmarket.co.kr/Item?goodscode=1187012646
D***7,201905**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,충북,음성군,맹동면,삼성,SKT,자전거/보드,자전거라이트,라이트거치대,페어맨만능 18650충전기 FLIC-210 자전거라이트 2구,http://item.gmarket.co.kr/Item?goodscode=1237810051
D***2,201905**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,전남,무안군,몽탄면,삼성,SKT,자전거,자전거부품,브레이크패드,[FNS]크락스오가닉 디스크브레이크 패드(벌크제품),http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1097542995
D***8,201905**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,신길동,LG,LG U+,자전거/보드,자전거장갑/잡화,자전거장갑,[킹썰]스포츠/등산/자전거장갑/여름장갑/반장갑/핸드폰터치,http://item.gmarket.co.kr/Item?goodscode=1144168847
D***6,201905**,F,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,단독주택,충남,아산시,용화동,삼성,KT,레저/자동차,자전거/용품,자전거의류/잡화,[PUMA]푸마 여성 더블 스트레치 기모 본딩 팬츠 3종세트 GFYYFG22,http://www.hnsmall.com/display/goods.do?goods_code=12835199
D***5,201905**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,중구,태평2동,삼성,KT,자전거,자전거,MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1190027550
D***5,201905**,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,당진읍,삼성,LG U+,레저/자동차,자전거/용품,자전거,지멘스여성용 부인용 자전거 클래식 24 26인치,http://item.gmarket.co.kr/Item?goodscode=1110235162
D***,201905**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,부평구,부평4동,삼성,SKT,캠핑/골프/헬스/자전거,자전거의류/용품,신발,뉴발란스CRT300 스니커즈 운동화 (CRT300CA),http://www.hnsmall.com/display/goods.do?goods_code=12922166
D***,201905**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,동대문구,장안1동,삼성,SKT,자전거/보드,자전거타이어/부품,자전거튜브,[흥아]흥아 700C x 23/25C 프레스타 80mm 자전거튜브 로드,http://item.gmarket.co.kr/Item?goodscode=1287261891
D***,201905**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,성동구,하왕십리동,삼성,SKT,레저/자동차,자전거/용품,헬멧/보호장비,심플한도시형헬멧/빅이글 어반헬멧/자전거용품/인라인,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1187901648
D***,201905**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,의정부시,가능1동,삼성,SKT,레저/자동차,자전거/용품,자전거,[스마트]삼천리/스마트/바이맥스 접이식자전거 미니벨로 4종,http://item.gmarket.co.kr/Item?goodscode=1278067146
D***,201905**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동대문구,용두동,LG,LG U+,레저/자동차,자전거/용품,자전거의류/잡화,{지오무역}[쿨멀티스카프모음]쿨마스크/냉동스카프/,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1280486843
D***,201905**,M,5,"관리직 (사장, 간부, 고위공무원)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,하남시,망월동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,자전거휠 라이트 안전등  LED라이트 후미등,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1076764951
D***3,201905**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,안산시 상록구,건건동,삼성,SKT,캠핑/골프/헬스/자전거,자전거의류/용품,기타용품,[펌프킹]가정용 자전거 거치대 HK-001,http://www.hnsmall.com/display/goods.do?goods_code=12714590
D***3,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,부천시 원미구,심곡1동,삼성,SKT,레저/자동차,자전거/용품,자전거,[삼천리]접이식여성자전거/미니벨로 바구니 자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1013926352
D***8,201905**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 소사구,심곡본1동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,자전거라이트LED 전조등 후미등 후레쉬 [거치대증정],http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1080334719
D***6,201905**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,구로구,구로4동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,블랙울프자전거 라이트 용품 18650 배터리 충전기,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1003701027
D***0,201905**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,평택시,팽성읍,삼성,SKT,캠핑/골프/헬스/자전거,자전거의류/용품,신발,뉴발란스CRT300 스니커즈 운동화 (CRT300CA),http://www.hnsmall.com/display/goods.do?goods_code=12922166
D***2,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,노원구,상계9동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,DBIKE디빅 투라인 집게 후미등,http://item.gmarket.co.kr/Item?goodscode=1205206386
D***8,201905**,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,내발산동,삼성,SKT,레저/자동차,자전거/용품,자전거,[스마트]삼천리/스마트/바이맥스 접이식자전거 미니벨로 4종,http://item.gmarket.co.kr/Item?goodscode=1278067146
D***6,201905**,M,3,"교직 (교사, 유치원교사, 학원강사)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,마천1동,LG,KT,레저/자동차,자전거/용품,자전거의류/잡화,방한멀티스카프/멀티워머/넥워머/마스크/스키/자전거,http://item.gmarket.co.kr/Item?goodscode=1145899445
